1,CONCEPTO,  1985/86,  1986/87,  1987/88,  1988/89,  1989/90,  1990/91,  1991/92,  1992/93,  1993/94,  1994/95,  1995/96,  1996/97,  1997/98,  1998/99,  1999/00,  2000/01,  2001/02,  2002/03,  2003/04,  2004/05,  2005/06,  2006/07,  2007/08,  2008/09,  2009/10,  2010/11,  2011/12,  2012/13,  2013/14,  2014/15,,CONCEPTO,  2011/12,  2012/13,  2013/14,  2014/15,  2015/16,  2016/17,2017/18,2018/19,2019/20,2020/21,2021/22
3,Total,297579,295070,280136,281854,265773,272749,238562,223101,221858,207652,201995,220154,213799,223676,244215,240599,252786,252511,249622,279805,289378,317753,338308,334540,317254,280293,270771,248368,234274,211539,197630,190581,186690,181608,172840,177608,193192
2, Primaria,95828,88773,85631,75026,67595,66286,60452,61576,71967,72518,75034,84966,76218,81079,84431,85159,85375,76946,72626,69908,64852,67918,63473,68550,68233,67540,63564,62261,67199,65455,58733,54311,48222,51546,52923,56188,56706
