CONCEPTO,1985/86,1986/87,1987/88,1988/89,1989/90,1990/91,  1991/92,  1992/93,  1993/94,  1994/95,  1995/96,  1996/97,  1997/98,  1998/99,  1999/00,  2000/01,  2001/02,  2002/03,  2003/04,  2004/05,  2005/06,  2006/07,  2007/08,  2008/09,  2009/10,  2010/11,  2011/12,  2012/13,  2013/14,  2014/15,  2015/16,,CONCEPTO,  2011/12,  2012/13,  2013/14,  2014/15,  2015/16,  2016/17,  2017/18,2018/19,2019/20,2020/21,2021/22
Total ,210325,209002,212113,216175,218009,208867,207847,204891,197051,172421,177351,174280,171890,168968,168951,178522,186427,210256,226321,229610,237955,256082,263721,270053,266465,263906,253212,242258,236492,230921,226703,,Total ,269723,259419,252789,246589,242103,248438,240958,238314,245061,255744,257910
